Time (s),Angle φ (rad)
0.0,0.5235987755982988
0.02004008016032064,0.5231063777814065
0.04008016032064128,0.5216300241319994
0.06012024048096192,0.519172761576771
0.08016032064128256,0.5157396932448184
0.1002004008016032,0.5113360453697697
0.12024048096192384,0.505968761691079
0.1402805611222445,0.49964657365263476
0.16032064128256512,0.49238000040276064
0.18036072144288576,0.48418134879421476
0.2004008016032064,0.47506471338419015
0.22044088176352705,0.46504597643431456
0.24048096192384769,0.4541428079106504
0.2605210420841683,0.4423746654836951
0.280561122244489,0.42976279452838045
0.3006012024048096,0.4163302281240733
0.32064128256513025,0.4021017870545751
0.3406813627254509,0.3871040798081222
0.3607214428857715,0.3713646949656786
0.3807615230460922,0.3549105933611064
0.4008016032064128,0.33777289529741333
0.42084168336673344,0.3199840386515506
0.4408817635270541,0.3015774424285218
0.4609218436873747,0.28258750676138267
0.48096192384769537,0.2630496129112414
0.501002004008016,0.24300012326725828
0.5210420841683366,0.22247638134664605
0.5410821643286573,0.20151671179466965
0.561122244488978,0.18016042038464639
0.5811623246492986,0.15844779401794581
0.6012024048096192,0.13642010072398972
0.6212424849699398,0.11411958966025226
0.6412825651302605,0.09158949111225972
0.6613226452905812,0.06887401649359093
0.6813627254509018,0.0460183583458767
0.7014028056112224,0.023068690338800713
0.721442885771543,7.216727009801138e-05
0.7414829659318637,-0.022923074934443233
0.7615230460921844,-0.045867919220983044
0.781563126252505,-0.06871226740762898
0.8016032064128256,-0.09141139867153102
0.8216432865731462,-0.11393802882901063
0.8416833667334669,-0.13624626013489383
0.8617234468937875,-0.15828952915753863
0.8817635270541082,-0.18002265629023673
0.9018036072144289,-0.20140184575121362
0.9218436873747494,-0.22238468558362828
0.9418837675350701,-0.24293014765557383
0.9619238476953907,-0.26299858766007667
0.9819639278557114,-0.2825517451150971
1.002004008016032,-0.301552743363529
1.0220440881763526,-0.3199660895732003
1.0420841683366733,-0.3377576747368721
1.062124248496994,-0.35489477367223965
1.0821643286573146,-0.37134604502193186
1.1022044088176353,-0.38708153125351097
1.122244488977956,-0.40207265865947345
1.1422845691382766,-0.4162922373572492
1.1623246492985972,-0.4297144612892017
1.1823647294589177,-0.44231490822262837
1.2024048096192383,-0.4540705397497604
1.222444889779559,-0.4649597012877625
1.2424849699398797,-0.474962247350354
1.2625250501002003,-0.4840701663102662
1.282565130260521,-0.492271556146179
1.3026052104208417,-0.49954881221351405
1.3226452905811623,-0.5058863583142794
1.342685370741483,-0.5112706466970693
1.3627254509018036,-0.5156901580570645
1.3827655310621243,-0.5191354015360318
1.4028056112224447,-0.5215989147223243
1.4228456913827654,-0.5230752636508817
1.442885771543086,-0.5235610428032296
1.4629258517034067,-0.5230548751074798
1.4829659318637274,-0.521557411938331
1.503006012024048,-0.5190713331170678
1.5230460921843687,-0.5156013469115608
1.5430861723446894,-0.5111541900362673
1.56312625250501,-0.5057386276522309
1.5831663326653307,-0.49936545336708116
1.6032064128256511,-0.49204748923503433
1.6232464929859718,-0.4837995857568926
1.6432865731462925,-0.4746386218800446
1.6633266533066131,-0.46458350499846524
1.6833667334669338,-0.4536551709527157
1.7034068136272544,-0.4418733495438907
1.723446893787575,-0.4292519406075415
1.7434869739478958,-0.41581288120447746
1.7635270541082164,-0.4015800093202438
1.783567134268537,-0.3865785846463301
1.8036072144288577,-0.37083528858017023
1.8236472945891782,-0.35437822422514254
1.8436873747494988,-0.33723691639056924
1.8637274549098195,-0.3194423115917173
1.8837675350701402,-0.3010267780497978
1.9038076152304608,-0.28202410569196623
1.9238476953907815,-0.26246950615132214
1.9438877755511021,-0.2423996127669097
1.9639278557114228,-0.22185248058371715
1.9839679358717435,-0.20086758635267718
2.004008016032064,-0.17948582853066686
2.024048096192385,-0.15774952728050684
2.0440881763527052,-0.13570242447096348
2.064128256513026,-0.11338968367674579
2.0841683366733466,-0.09085789017850882
2.1042084168336674,-0.06815505096285013
2.124248496993988,-0.04532775515976905
2.1442885771543083,-0.02240616863349225
2.164328657314629,0.0005643725197135574
2.1843687374749496,0.023535575872372358
2.2044088176352705,0.04646002193489371
2.224448897795591,0.0692911641555686
2.244488977955912,0.09198332892057351
2.2645290581162323,0.11449171555396656
2.284569138276553,0.13677239631769122
2.3046092184368736,0.15878231641157253
2.3246492985971945,0.18047929397332102
2.344689378757515,0.20182202007852879
2.3647294589178354,0.2227700587406728
2.3847695390781563,0.2432838469111136
2.4048096192384767,0.26332469447909385
2.4248496993987976,0.2828547842717415
2.444889779559118,0.30183717205406624
2.464929859719439,0.32023578652896295
2.4849699398797593,0.33801542933720835
2.50501002004008,0.35514177505746447
2.5250501002004007,0.3715813712062748
2.5450901803607215,0.3873016382380687
2.565130260521042,0.4022708695451565
2.5851703406813624,0.41645975068436053
2.6052104208416833,0.42985768977615757
2.6252505010020037,0.44244292797291124
2.6452905811623246,0.45419003169231426
2.665330661322645,0.46507555650034677
2.685370741482966,0.475078047111278
2.7054108216432864,0.4841780373876646
2.7254509018036073,0.4923580503403523
2.7454909819639277,0.49960259812847446
2.7655310621242486,0.5058981820594532
2.785571142284569,0.5112332925889986
2.8056112224448895,0.515598409321109
2.8256513026052104,0.5189860010080715
2.845691382765531,0.5213905255504606
2.8657314629258517,0.5228084299971398
2.885771543086172,0.5232381505452607
2.905811623246493,0.5226801125402628
2.9258517034068134,0.5211367304758745
2.9458917835671343,0.518612407994112
2.9659318637274548,0.51511353788528
2.9859719438877756,0.5106485020879712
3.006012024048096,0.5052276716890669
3.0260521042084165,0.49886246850939714
3.0460921843687374,0.49156173932710534
3.066132264529058,0.4833362710172219
3.0861723446893787,0.47419875069033446
3.106212424849699,0.46416362468470207
3.12625250501002,0.4532470985662531
3.1462925851703405,0.4414671371285874
3.1663326653306614,0.4288434643929739
3.186372745490982,0.4153975636083532
3.2064128256513023,0.40115267725133547
3.226452905811623,0.386133807026201
3.2464929859719436,0.3703677138649015
3.2665330661322645,0.35388291792705784
3.286573146292585,0.3367096985999624
3.306613226452906,0.3188800944985768
3.3266533066132262,0.30042790346553416
3.346693386773547,0.2813886825711367
3.3667334669338675,0.2617997481133586
3.3867735470941884,0.24170017561784257
3.406813627254509,0.22113079983790346
3.4268537074148293,0.2001342147545253
3.44689378757515,0.17875477357636227
3.4669338677354706,0.15703808703335081
3.4869739478957915,0.13501394427659727
3.507014028056112,0.11272058727156364
3.527054108216433,0.09020452828148515
3.5470941883767533,0.06751192891244785
3.567134268537074,0.04468860011338474
3.5871743486973946,0.0217800021760797
3.6072144288577155,-0.0011687552648366184
3.627254509018036,-0.024112913231882555
3.6472945891783564,-0.047008063404729156
3.6673346693386772,-0.06981014812019865
3.6873747494989977,-0.09247546037226262
3.7074148296593186,-0.11496064381204613
3.727454909819639,-0.13722269274782306
3.74749498997996,-0.15921895214502063
3.7675350701402803,-0.18090711762621503
3.787575150300601,-0.2022452354711357
3.8076152304609217,-0.22319170261666121
3.8276553106212425,-0.24370526665682296
3.847695390781563,-0.26374502584280185
3.8677354709418834,-0.2832704290829312
3.8877755511022043,-0.3022412759426956
3.9078156312625247,-0.32061771664472904
3.9278557114228456,-0.3383603630165758
3.947895791583166,-0.35544812461407727
3.967935871743487,-0.3718582195535792
3.9879759519038074,-0.387557573756614
4.008016032064128,-0.4025150296530652
4.028056112224449,-0.41670134618116594
4.04809619238477,-0.43008919878749885
4.06813627254509,-0.44265317942699606
4.0881763527054105,-0.45436979656294113
4.108216432865731,-0.465217475166966
4.128256513026052,-0.4751765567190528
4.148296593186372,-0.4842292992075333
4.168336673346693,-0.49235987712909046
4.188376753507014,-0.49955438148875553
4.208416833667335,-0.5058008197999102
4.228456913827655,-0.5110891160842859
4.248496993987976,-0.5154111108719645
4.268537074148297,-0.518760561201377
4.288577154308617,-0.5211331406193045
4.3086172344689375,-0.5225264391808782
4.328657314629258,-0.5229399634495788
4.348697394789579,-0.5223751364972371
4.368737474949899,-0.5208368507391384
4.38877755511022,-0.5183283621753529
4.408817635270541,-0.5148510096948706
4.428857715430862,-0.5104080747233077
4.448897795591182,-0.5050047842827418
4.468937875751503,-0.4986483109917101
4.488977955911824,-0.4913477730652118
4.509018036072144,-0.4831142343147071
4.529058116232465,-0.4739607041481159
4.5490981963927855,-0.46390213756981996
4.569138276553106,-0.4529554351806616
4.589178356713426,-0.4411394431779448
4.609218436873747,-0.4284749533554325
4.629258517034068,-0.4149847031033503
4.649298597194389,-0.4006933754083841
4.669338677354709,-0.38562759885368136
4.68937875751503,-0.3698159476188483
4.709418837675351,-0.35328894147995427
4.729458917835671,-0.3360790458095293
4.749498997995992,-0.3182206715765623
4.7695390781563125,-0.2997501753465052
4.789579158316633,-0.2807058592812699
4.809619238476953,-0.26112797113923036
4.829659318637274,-0.24105415903090205
4.849699398797595,-0.22050808787523665
4.869739478957916,-0.19952987717414378
4.889779559118236,-0.17816193081649398
4.909819639278557,-0.15644682908741275
4.929859719438878,-0.134427328668286
4.949899799599198,-0.1121463626367574
4.969939879759519,-0.08964704046672536
4.98997995991984,-0.06697264802834887
5.01002004008016,-0.044166647588043756
5.03006012024048,-0.021272677808484408
5.050100200400801,0.0016654462514001378
5.070140280561122,0.024603733136419947
5.090180360721443,0.04749801499512851
5.110220440881763,0.07030394757982084
5.130260521042084,0.09297701024653682
5.150300601202405,0.1154725059550562
5.170340681362725,0.13774556126890053
5.190380761523046,0.15975112635533706
5.210420841683367,0.18144397498537196
5.2304609218436875,0.20277870453375513
5.2505010020040075,0.22370973597897748
5.270541082164328,0.24419131390327536
5.290581162324649,0.26418789898355505
5.31062124248497,0.2836771466743886
5.33066132264529,0.3026197491148358
5.350701402805611,0.32097760475391574
5.370741482965932,0.3387143919526612
5.390781563126252,0.35579556898412124
5.410821643286573,0.3721883740333637
5.430861723446894,0.3878618251974702
5.4509018036072145,0.40278672048553943
5.4709418837675345,0.4169356378186857
5.490981963927855,0.43028293503004167
5.511022044088176,0.44280474986475393
5.531062124248497,0.45447899997998653
5.551102204408817,0.46528538294491883
5.571142284569138,0.4752053762407482
5.591182364729459,0.48422223726068664
5.611222444889779,0.49232100330996265
5.6312625250501,0.49948849160582215
5.651302605210421,0.5057132992775261
5.671342685370742,0.5109858033663518
5.691382765531062,0.5152983723690646
5.7114228456913825,0.5186508571068573
5.731462925851703,0.5210377940054607
5.751503006012024,0.5224516229259686
5.771543086172344,0.5228868123792416
5.791583166332665,0.522339859525907
5.811623246492986,0.5208092901763584
5.831663326653306,0.5182956587907561
5.851703406813627,0.5148015484790267
5.871743486973948,0.5103315710008636
5.891783567134269,0.5048923667657267
5.911823647294589,0.49849260483284286
5.9318637274549095,0.4911429829112044
5.95190380761523,0.48285622735957123
5.971943887775551,0.47364709318646936
5.991983967935871,0.46353236405019205
6.012024048096192,0.4525308522587976
6.032064128256513,0.4406633987701122
6.052104208416833,0.4279528731917287
6.072144288577154,0.41442417378100505
6.092184368737475,0.4001042274450671
6.112224448897796,0.3850219897408068
6.132264529058116,0.3692084448748837
6.152304609218437,0.3526966057037212
6.1723446893787575,0.3355142317915431
6.192384769539078,0.3176827533582056
6.212424849699398,0.2992366387678256
6.232464929859719,0.280211442263081
6.25250501002004,0.26064349967665557
6.27254509018036,0.24056992843123634
6.292585170340681,0.22002862753951077
6.312625250501002,0.1990582776041722
6.332665330661323,0.1776983408179163
6.352705410821643,0.1559890609634428
6.372745490981964,0.13397146341345187
6.3927855711422845,0.11168735513064973
6.4128256513026045,0.08917932466774559
6.432865731462925,0.06649074216744927
6.452905811623246,0.04366575936247635
6.472945891783567,0.020749309575544883
6.492985971943887,-0.0022128922806230467
6.513026052104208,-0.025174349703304955
6.533066132264529,-0.04808778459977264
6.55310621242485,-0.07090513728729525
6.57314629258517,-0.09357756649313775
6.593186372745491,-0.11605544935456524
6.613226452905812,-0.13829399972974732
6.633266533066132,-0.1602679087943492
6.6533066132264524,-0.18193334120262147
6.673346693386773,-0.20324531816823166
6.693386773547094,-0.22416038531469393
6.713426853707414,-0.24463661267536702
6.733466933867735,-0.26463359469345804
6.753507014028056,-0.28411245022201687
6.773547094188377,-0.3030358225239399
6.793587174348697,-0.3213678792719682
6.813627254509018,-0.33907431254869114
6.833667334669339,-0.3561223388465406
6.853707414829659,-0.3724806990677949
6.8737474949899795,-0.38811965852457947
6.8937875751503,-0.4030110069388635
6.913827655310621,-0.4171280584424622
6.933867735470941,-0.4304456515770361
6.953907815631262,-0.4429401492940927
6.973947895791583,-0.4545894389549833
6.993987975951904,-0.4653729323309058
7.014028056112224,-0.47527156560290285
7.034068136272545,-0.484267799361864
7.054108216432866,-0.49234729684440437
7.074148296593186,-0.49950622472286077
7.0941883767535066,-0.5057309898899957
7.114228456913827,-0.5110075532031594
7.134268537074148,-0.5153239085438749
7.154308617234468,-0.5186700828178374
7.174348697394789,-0.521038135954915
7.19438877755511,-0.5224221609091477
7.214428857715431,-0.5228182836587478
7.234468937875751,-0.5222246632061004
7.254509018036072,-0.5206414915777625
7.274549098196393,-0.5180709938244638
7.294589178356713,-0.5145174280211061
7.314629258517034,-0.5099870852667638
7.3346693386773545,-0.5044882896846835
7.354709418837675,-0.49803139842228417
7.374749498997995,-0.4906288016511576
7.394789579158316,-0.4822949225670669
7.414829659318637,-0.47304621738994856
7.434869739478958,-0.46290117536391107
7.454909819639278,-0.4518803187572356
7.474949899799599,-0.4400062028623747
7.49498997995992,-0.4273034159959541
7.51503006012024,-0.4137940814247128
7.535070140280561,-0.399494509853081
7.5551102204408815,-0.38443053999940313
7.575150300601202,-0.36862963776222024
7.595190380761522,-0.35212052836720803
7.615230460921843,-0.33493319636717395
7.635270541082164,-0.3170988856420617
7.655310621242485,-0.2986500993989482
7.675350701402805,-0.27962060017204526
7.695390781563126,-0.2600454098226962
7.715430861723447,-0.23996080953938068
